"gene","panel","category","headline","source","agora_id","ensembl_gene_id","total_nominations","initial_nomination","nominating_teams","cohort_studies","input_data","programs","pharos_class","in_geomx","in_control_signature","in_adcaa_signature","in_any_signature","fully_evaluable"
"AKR1D1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791fb","ENSG00000122787",1,2020,"ASU","ROSMAP","Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AKT1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79298","ENSG00000142208",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"ALCAM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79395","ENSG00000170017",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ALDH1A2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7921e","ENSG00000128918",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"ALDH4A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79317","ENSG00000159423",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ALK","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793a2","ENSG00000171094",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"ANK3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792e2","ENSG00000151150",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ANKRD31","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792b5","ENSG00000145700",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"ANO6","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793d0","ENSG00000177119",1,2019,"Chang Lab","Mayo","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ANP32B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7926a","ENSG00000136938",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ANXA1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79250","ENSG00000135046",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ANXA2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793ef","ENSG00000182718",1,2020,"MSSM - Zhang Lab","MSBB","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ANXA5","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79347","ENSG00000164111",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP1B1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79147","ENSG00000100280",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP2A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7942b","ENSG00000196961",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP2A2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793f3","ENSG00000183020",1,2025,"Emory-Sage-SGC",NA,"Genetics; Protein; RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP2M1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7931d","ENSG00000161203",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP3B2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79160","ENSG00000103723",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"AP3D1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79109","ENSG00000065000",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"APOD","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7941d","ENSG00000189058",1,2018,"Mayo-UFL-ISB","APP Mice","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"APP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79297","ENSG00000142192",1,2024,"Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGAP17","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7928f","ENSG00000140750",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGAP20","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79273","ENSG00000137727",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGAP26","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792b7","ENSG00000145819",1,2019,"Chang Lab","MSBB; ROSMAP","Genetics; Protein; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGAP30","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7940e","ENSG00000186517",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGDIB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791a2","ENSG00000111348",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARHGEF2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791cd","ENSG00000116584",1,2022,"Emory-Sage-SGC",NA,"Pathway Modeling; Risk Scores","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARID5B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792db","ENSG00000150347",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ARPC1B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79229","ENSG00000130429",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ASAH1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79168","ENSG00000104763",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"ASAP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792f6","ENSG00000153317",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ASPM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790fb","ENSG00000066279",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ASTN1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792ea","ENSG00000152092",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATCAY","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7936c","ENSG00000167654",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATL3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79400","ENSG00000184743",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP1A3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79172","ENSG00000105409",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP1B3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79101","ENSG00000069849",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP2B2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79308","ENSG00000157087",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP5PO","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79468","ENSG00000241837",1,2019,"Chang Lab","MSBB; Rush","Genetics; Protein; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V0A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790e0","ENSG00000033627",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V0D1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7931a","ENSG00000159720",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V1B2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792c3","ENSG00000147416",1,2019,"Chang Lab","MSBB; ROSMAP; Rush","Genetics; Protein; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V1E1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7922f","ENSG00000131100",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V1E2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7946f","ENSG00000250565",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ATP6V1H","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790e3","ENSG00000047249",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BAG4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79307","ENSG00000156735",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BAIAP2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793c8","ENSG00000175866",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BBX","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791bd","ENSG00000114439",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BCAM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79415","ENSG00000187244",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BCAS1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790f6","ENSG00000064787",1,2019,"Chang Lab","MSBB","Genetics; Protein","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BCKDK","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7915e","ENSG00000103507",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BCL2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793a8","ENSG00000171791",1,2019,"Chang Lab","ROSMAP","Genetics; RNA","Community","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"BDNF","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793cf","ENSG00000176697",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"BLOC1S1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79255","ENSG00000135441",1,2020,"ASU","ROSMAP","Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BMPER","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7934b","ENSG00000164619",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BRINP2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79447","ENSG00000198797",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"BSCL2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79375","ENSG00000168000",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BSN","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79345","ENSG00000164061",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"BTBD8","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79420","ENSG00000189195",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"BTK","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790c4","ENSG00000010671",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"C1QA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793b8","ENSG00000173372",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"C1QB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793b6","ENSG00000173369",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"C3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79210","ENSG00000125730",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"C3AR1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793aa","ENSG00000171860",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CACNA1A","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79295","ENSG00000141837",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CADM1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793f2","ENSG00000182985",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CADM2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793c3","ENSG00000175161",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CADPS","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7933b","ENSG00000163618",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CALD1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791f9","ENSG00000122786",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CAMKK2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791a3","ENSG00000110931",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CARHSP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792f1","ENSG00000153048",1,2020,"Emory","Banner; ROSMAP","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CASS4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7912d","ENSG00000087589",1,2023,"MSSM - Roussos Lab","FreshMicro","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CBL","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7919b","ENSG00000110395",1,2019,"Chang Lab","ROSMAP","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CCDC6","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79189","ENSG00000108091",1,2023,"Emory","https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CCDC89","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793d8","ENSG00000179071",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CCT6B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79235","ENSG00000132141",1,2019,"Chang Lab","Mayo","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CD22","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790c9","ENSG00000012124",1,2023,"Mayo-UFL-ISB","GSE197305; MC-CAA; Mayo; ROSMAP","Protein; RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CD2AP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7943c","ENSG00000198087",1,2023,"Emory","https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CD300A","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79372","ENSG00000167851",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CD33","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79170","ENSG00000105383",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CD47","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79427","ENSG00000196776",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CD74","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790d1","ENSG00000019582",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CD81","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7919f","ENSG00000110651",1,2023,"MSSM - Roussos Lab","FreshMicro","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CD86","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791b7","ENSG00000114013",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CDC42SE2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79313","ENSG00000158985",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CDCA7","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792a9","ENSG00000144354",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CDCP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7933e","ENSG00000163814",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CDH22","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792d4","ENSG00000149654",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CDH23","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79188","ENSG00000107736",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CDK19","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792ff","ENSG00000155111",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CDYL","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792f0","ENSG00000153046",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CECR2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79142","ENSG00000099954",1,2023,"MSSM - Roussos Lab","FreshMicro","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
